"y","p_mean","pet_mean","p_seasonality","frac_snow","aridity","high_prec_freq","high_prec_dur","low_prec_freq","low_prec_dur","carbonate_rocks_frac","geol_porostiy","geol_permeability","soil_depth_pelletier","soil_depth_statsgo","soil_porosity","soil_conductivity","max_water_content","sand_frac","silt_frac","clay_frac","water_frac","organic_frac","other_frac","elev_mean","slope_mean","area_gages2","frac_forest","lai_max","lai_diff","gvf_max","gvf_diff","root_depth_50","root_depth_99"
0.554478447930409,3.60812594113621,2.11925594798084,-0.114529586491395,0.245259009248271,0.587356423405076,20.55,1.20527859237537,233.65,3.66222570532915,0,0.071,-14.2138,17.4128078817734,1.49184551626462,0.415905486478906,2.37500506296918,0.62622887793281,59.3901561620653,28.0809367005555,12.0376458109105,1.22691267171763,0,0.358472313043415,92.68,17.79072,573.6,0.9232,4.87139243857226,3.74669161645587,0.863935769102455,0.337712461949305,0.237434541158062,2.23844410060377
0.445090526012048,3.5229568788501,2.07132369609856,0.104090599122482,0.291836473001958,0.587950340389816,18.9,1.14893617021277,227.35,3.47364400305577,0.0262579789051996,0.0747,-14.841,7.25255704169945,1.27904687474352,0.450235950413386,1.37329168013829,0.559122720432494,35.2690304364436,50.8412317295135,12.6541253158485,0.674593581167949,0,0,247.8,29.56035,769.05,0.9548,4.90325937325786,3.99084340642749,0.870668492047483,0.398619402379116,0.249999999999973,2.39999999999975
0.473464930849723,3.32314579055441,2.09002387405886,0.147775613761867,0.280118126940736,0.628929335570973,20.1,1.16521739130435,235.9,3.69170579029734,0,0.0522,-14.4819,5.35965494359655,1.39277854918445,0.422748958879878,2.61515428326266,0.561180826371744,55.1631334746983,34.1854433554704,10.3036221035119,0,0,0.147867187526153,310.38,49.92122,909.1,0.9906,5.08681076518099,4.30097838703039,0.891382765097595,0.445473208395092,0.241026999055001,2.3401799936999
0.459699942400979,3.73085831622177,2.09642323066393,0.152096802769543,0.352698254049326,0.561914458543945,13.5,1.12970711297071,193.5,2.89670658682635,0,0.0711,-15.1658,1.30134932533733,1.49480743438006,0.452325651168738,1.26299537359136,0.615537987322707,30.5576662241128,52.614646019841,11.1433260057998,0,0,5.67552673533962,615.7,60.05183,383.82,1,4.80082996154371,4.12431270006247,0.880034058274384,0.477327929873011,0.225615302147085,2.2374353476472
0.437049817537408,4.06713210130048,2.12835505817933,0.104959634640742,0.299641539662879,0.523306104932953,17.5,1.19453924914676,220.3,3.2637037037037,0,0.0288,-14.2147,0.914754098360656,1.47744219768239,0.418460872964329,2.91914248331471,0.594525957550057,58.3761691803075,31.8364719985859,9.8512616206335,0,0,0,472.31,90.13951,180.98,1,5.01982728305181,4.28355132001824,0.886711470649713,0.455084304988135,0.224857231811114,2.23238154540737
0.43813165837399,3.49418343600274,2.09323529089665,0.167229040772146,0.306048851694867,0.599062793707035,19.15,1.16768292682927,224.85,3.3786626596544,0,0.1455,-14.3578,2.12705882352941,1.36965658300731,0.424025868403635,2.55000125852732,0.547020626891466,53.8620110912704,34.7344920848497,10.34632346892,0,0,0.778016176846145,423.12,72.81304,250.64,0.9916,5.03003298656618,4.31922587040795,0.886163454154676,0.471431451538885,0.221454929245781,2.20969952830511
0.474677470804456,3.57049965776865,2.13274377823409,0.07913684920672,0.251157672769098,0.597323619284961,20.35,1.16954022988506,239.3,3.74784651527016,0.0774334159306445,0.0251,-13.9903,3.75914634146341,1.50000001490116,0.404117932867977,4.0303923324274,0.61710021345834,69.0067380924153,22.9432923791566,7.81756497511796,0,0,0,215.59,32.68445,190.92,0.9415,5.36294869870711,4.58707712668376,0.905510480513665,0.458742009036353,0.209186201297552,2.07314111305228
0.501891678728164,3.50302532511978,2.20761571526352,0.0303700126107958,0.17503243505174,0.63020261356176,20.85,1.22647058823529,249,4.01612903225806,0,0.01,-14.1,19.9090909090909,1.30561961742887,0.416396539872731,2.94867050569366,0.510061723029111,56.5709613142528,29.1550562566009,9.96726611619389,0,0,4.24420883872995,37.67,4.75043,31.3,0.9008,4.94394974332569,4.03508797625448,0.841420652113803,0.37914418264828,0.221470258347946,2.03318903590222
0.491188699409706,3.56288843258042,2.18414457221081,0.110482096549246,0.23971852199071,0.613026372714384,21.45,1.17213114754098,234.5,3.61603700848111,0,0.011,-14.1061,3.63978494623656,1.50000001490116,0.403892619500314,4.0254007653273,0.618975202618634,69.1574064409555,22.8062778913522,7.84827933386679,0,0,0,346.92,49.77182,222.46,0.9873,5.39168713701902,4.50529877309333,0.898650642821055,0.424911376148534,0.2384466148661,2.32297743244059
0.559172033376117,3.89743052703628,2.31003697467488,-0.0377431870575169,0.111232483325858,0.592707672054773,21.5,1.29518072289157,244.6,4,0,0.01,-14.1,12.92,1.50000001490116,0.414290145888641,3.27100451505287,0.591762609597156,60.6078418148624,28.750446965969,9.27338817022774,0,0,1.37289938024615,36.7,8.76539,10.36,0.933,5.58212061247045,4.80756858676214,0.911301525551912,0.469205884698835,0.189999999999962,1.9999999999996
